1.759580571  4.155909918  2.879198457  2.48906466  0  1.713797928  0.824175443  0.904218151  1.549687908  1.211940974  2.290512512
2.151762203  4.284551613  3.0301337  1.829376333  2.149433913  2.063058062  1.057790294  1.134622726  1.842135677  1.974081026  2.265921109
2.043814364  4.002594704  2.770085592  1.515127233  1.962907725  1.677096561  0.854415328  0.850150929  1.483874689  1.504077397  2.316487998
2.234306252  3.60631273  2.618854622  2.017566138  1.539015448  2.145931283  1.131402111  1.249901736  2.016235466  1.545432582  2.640484882
2.968361077  4.869839484  3.628864022  2.486571929  2.017566138  2.758109401  1.578978705  1.660131027  2.499795262  2.348514025  2.774461967
2.669309373  3.849296176  2.923699071  2.202764758  1.719188776  2.520917087  1.297463147  1.460937904  2.265921109  2.149433913  2.194999882
2.410542234  3.427189962  2.801540544  2.111424588  1.78339122  2.286455711  1.196948189  1.238374231  2.042518188  1.996059933  2.125847914
2.564179831  4.077198403  3.326832966  2.492378665  2.18492705  2.541601993  1.32972401  1.415853163  2.271094426  2.161021529  2.358965426
1.921324674  3.228430038  2.828496354  2.047692843  1.740466175  2.000127735  0.985816795  1.033184483  1.706564623  1.519513205  1.740466175
1.773255998  3.258096538  2.987195943  2.237513096  1.880990603  2.069391206  1.184789985  1.2753628  1.986503546  1.313723668  1.665818246
1.976854953  3.766303351  3.27978276  2.353278207  1.994700313  2.143589362  1.220829921  1.255616037  1.989243274  1.420695788  2.076938411
1.72455072  3.243373296  2.888703701  1.924248652  1.601405741  1.774952351  0.966983846  0.963174318  1.635105659  1.101940079  1.644805056
1.506297154  2.833213344  2.554899022  1.677096561  1.383791231  1.558144618  0.806475866  0.797507196  1.366091654  1.029619417  1.488399584
1.593308531  2.524928324  2.742129515  1.860974538  1.570697084  1.673351238  0.91228271  0.871293366  1.499623046  1.147402453  1.451613827
1.993338843  2.684440335  2.305580602  1.874874376  1.595338988  1.979621206  0.947789399  1.029619417  1.742219024  1.456286733  2.014903021
2.02287119  2.839663088  2.467251715  1.873339456  1.593308531  2.059238834  1.022450928  1.043804052  1.809926773  1.432700734  2.123458427
2.466403178  3.573468603  3.217274544  2.831447079  2.597491011  2.575661013  1.442201993  1.564440547  2.38416508  2.086913557  1.846878768
2.843163675  4.229021132  3.433664572  2.653241965  2.329227024  2.731115474  1.74745921  1.961502244  2.620311287  2.347558459  2.118662255
3.105483138  4.057507672  3.561330133  2.941803932  2.593013391  3.131573496  1.776645831  2.000127735  2.896464272  2.818398258  2.173614712
2.538447417  3.734091797  3.011113376  2.337952237  2.024193067  2.512846018  1.327075001  1.492904096  2.309560707  2.321406847  1.958685341
2.293544348  3.444256871  2.662355242  2.045108863  1.757857918  2.296567021  1.131402111  1.286474026  2.066862759  2.048982334  1.832581464
2.312535424  3.263466708  2.414126468  2.00148  1.691939134  2.234306252  1.124929597  1.264126727  2.014903021  2.353278207  2.09679018
2.104134154  3.635478677  2.656756907  1.928618652  1.682688374  2.090628731  1.068153081  1.17557333  1.921324674  1.826160896  2.135349174
2.418588769  4.812753299  3.55134004  2.564949357  2.284421122  2.604909442  1.488399584  1.644805056  2.453587967  1.840549633  3.309447523
1.345472367  3.194173212  2.129421474  1.088561953  0.940007258  1.172482137  0.593326845  0.553885113  1.036736885  0.985816795  1.86872051
1.458615023  2.561867691  1.756132292  1.071583616  0.875468737  1.229640551  0.542324291  0.536493371  1.05431203  1.040276712  1.740466175
1.93441577  2.448415541  2.085672091  1.54329811  1.255616037  1.769854634  0.810930216  0.891998039  1.568615918  1.719188776  1.962907725
2.208274414  2.839663088  2.528125769  1.814824742  1.483874689  1.996059933  1.057790294  1.187843422  1.749199855  1.684545385  2.188295947
0.667829373  2.80819715  1.776645831  0.774727168  0.792992516  0.802001585  0.364643114  0.336472237  0.609765572  0.819779831  1.93441577
1.58514522  2.917770732  1.840549633  1.01523068  0.966983846  1.190887565  0.565313809  0.536493371  1.00795792  1.10856262  2.224623552
2.582486978  5.115655752  3.67832394  1.976854953  1.693779061  2.144761008  1.061256502  1.196948189  1.930071085  1.996059933  2.746629683
2.872999508  4.600358629  3.650138626  2.519308077  2.201659174  2.682390454  1.439835128  1.58514522  2.410542234  2.364620484  3.18345588
2.263844265  2.85532012  2.43798973  1.958685341  1.625311262  2.071913275  1.088561953  1.101940079  1.818076778  1.842135677  2.109000344
2.539236994  3.027230941  3.09421922  2.502255288  2.121063216  2.434490164  1.467874348  1.463255402  2.240709689  2.061786606  2.224623552
2.583997552  3.369018483  3.099641737  2.58021683  2.213753879  2.552565298  1.506297154  1.530394705  2.343727036  2.144761008  2.302585093
2.851284369  3.597586196  3.330774917  2.705379973  2.352327185  2.77695418  1.560247668  1.702928256  2.554121719  2.404238747  2.634762405
2.841414913  3.634423268  3.314186005  2.74598804  2.422144328  2.783157674  1.617406082  1.704748092  2.571084346  2.4176979  2.525728644
2.824350657  3.58850648  3.153163282  2.617395833  2.286455711  2.744060639  1.526056303  1.646733697  2.518502599  2.427454075  2.492378665
2.970927155  4.613535102  3.55477647  2.751109691  2.436241478  2.897016301  1.553925203  1.70837786  2.606386547  2.552565298  2.636912173
2.372111156  3.999117712  3.065724645  2.275213896  1.982379829  2.360854001  1.178654996  1.278152203  2.119863456  2.12704052  2.158714723
2.349468679  3.74265716  3.022860941  2.179286877  1.808288771  2.393339456  1.111857515  1.187843422  2.024193067  1.971299383  1.975468951
2.291524146  3.951820475  3.207612633  2.447550863  2.090628731  2.481567749  1.342864803  1.479329227  2.303584593  1.979621206  1.976854953
2.532108251  3.861992072  3.118392286  2.320425011  1.965712776  2.579458967  1.291983682  1.432700734  2.251291799  2.308567165  2.16676537
2.85474458  3.879499814  3.320710131  2.698673039  2.297572551  2.907993359  1.60341984  1.791759469  2.673458756  2.589266665  2.199444334
2.800933195  3.840741803  3.353057006  2.570319528  2.165619238  2.780680892  1.458615023  1.642872689  2.474856314  2.498151877  2.17588744
